"Gene_Symbol","Tabuchi2011b"
"PP2D1","0.287954116693311"
"CIB3","0.077516834870619"
"DOCK8-AS1","0.267470216918562"
"SLC16A11","2.08691084242079"
"CAMKK1","3.25691971119026"
"ZNF625","1.4444375652297"
"ZNF563","0.642926073596262"
"CLEC4D","2.3141375330603"
"GPRC6A","4.84380443229627"
"ZNF417","0.522395664954601"
"HELB","0.707995912910204"
"LINC02904","2.08070220429669"
"ZNF547","22.8348316964602"
"TSNARE1","2.92260155112418"
"STMN1","0.328004005989538"
"SIGLEC10","0.72705471786884"
"RFX4","0.0818512348058734"
"WFIKKN1","0.617173557968604"
"KLF14","0.297798641116662"
"NXNL2","0.447168515888281"
"BRS3","0.114186344969199"
"SNX18","0.649217414578657"
"FBXO39","0.596087263734323"
"B3GNT6","0.23101883897"
"ZNF619","0.845704306402529"
"GARIN2","0.403102523522329"
"SLC26A1","6.14042268373838"
"CLDN15","1.37168975688369"
"RAB42P1","7.70522919521549"
"M1AP","4.78932915794609"
"ZSCAN4","1.89968643636266"
"VWA5B1","0.251909120997102"
"LINC00311","2.16310025565593"
"MAGEB6","1.52395611760663"
"ELOA3DP","31.238444809012"
"RUSC1-AS1","0.945615564449023"
"LMNTD1","3.89927759498661"
"CIRBP-AS1","0.248894389725451"
"LINC00334","1.93484586322427"
"ATOH7","0.100546718697383"
"CRYZL2P-SEC16B","0.40027864023565"
"AMER1","0.77410283238798"
"NKX6-3","0.248031471644952"
"TBATA","1.28068157178307"
"EXOC3L2","1.16778047018476"
"TNFRSF13C","1.98445199439805"
"KCNG3","0.13747254331452"
"B4GALNT2","5.84346732093656"
"FMR1NB","2.15310243160379"
"GCSAML","0.72982054531333"
"SIGLEC11","0.0674131069542035"
"MAGEB18","0.207537437166092"
"IFNL1","0.843358797437161"
"C4orf36","2.78979381700727"
"PITPNM2","0.0760202608461595"
"TAB3","0.515253264230147"
"GRK7","1.18715126403953"
"MMEL1","1.14772528735024"
"PDE8A","0.548640495220185"
"NLRP6","5.95769900845072"
"RTL3","0.603530947529292"
"ATRIP","0.784785710126361"
"ZIC5","4.32974881275065"
"TEDDM1","1.00340756239725"
"TRIM67-AS1","0.742983360641844"
"ZNF114","0.683355919292838"
"CCDC27","0.370000072222851"
"CFAP161","0.526378486941457"
"LINC02899","0.122845243165153"
"LINC00208","0.617110480521677"
"CFAP46","2.14420785727378"
"CBLL2","0.429121240205578"
"ZMYM6","0.471490737214798"
"SGCZ","0.18082325868938"
"LINC02551","0.470884916213755"
"WNT9B","0.437294782125194"
"LINC00471","0.06003967161503"
"C11orf65","40.0554743322108"
"GARIN5B","2.33607027549699"
"OR5P2","0.0759668705039631"
"DYDC1","0.243520109488322"
"IL27","6.14773156015904"
"IQCF1","1.17426495684821"
"DEFB125","0.181465607860639"
"WFDC10B","0.118142571039903"
"DEFB105B","1.87134382636312"
"PKD1L1","3.49081412796737"
"ADGRG4","0.107573176493994"
"REXO1L1P","0.822698190206738"
"TAF1L","0.208554095277415"
"TMC2","0.224513422524592"
"SMCR5","1.77417846395197"
"ZIM3","1.97435751686431"
"NOX5","0.477647597254005"
"DAOA-AS1","4.20801455163542"
"KLHL4","0.101432048199923"
"GPR156","0.295245164054848"
"ADGRF4","0.201410954236086"
"IL31RA","0.225459640998602"
"ADGRF2","4.25173127140774"
"SYN2","0.0996157093692484"
"CD300LF","0.671873017112623"
"GJA10","5.94724889632827"
"WNT9A","1.91596047364143"
"GAL3ST2","1.16739090252222"
"PIP4K2B","0.979350477909231"
"WFDC13","2.30634429201875"
"SLFN5","0.121237662533444"
"SERPINB12","1.14416656943202"
"GIPC3","0.980202810431417"
"PGLYRP3","0.132652423349786"
"PSKH2","1.12180697385335"
"OR6W1P","0.592115680903877"
"MOGAT1","0.211510029932693"
"GPR78","0.617822619390795"
"H1-8","2.07690501251767"
"TAAR9","0.33077151818523"
"GNRHR2P1","0.689040785508382"
"MYOZ3","5.36136952399605"
"ASB11","2.84817491284372"
"OFCC1","0.06718049377825"
"SDR9C7","2.77779259664308"
"OR5P3","6.50331045127747"
"TRIM40","1.02388300386465"
"CSN1S2AP","0.601538171397556"
"WFDC12","0.299640870498683"
"CRYGN","1.23483985358438"
"STARD6","0.612185988453737"
"C11orf40","0.147017255177933"
"ZBTB7C-AS2","1.07160570365778"
"WFDC2","0.153884873940364"
"TAC4","0.51857221300419"
"TIGD1","0.866114215853998"
"CCDC69","0.717295859431448"
"C5orf24","0.292705753894749"
"DDX46","0.631230829448813"
"CDK8","0.713385618420082"
"STK38","0.789245278015927"
"RBAK","0.611526318385871"
"WDR62","0.191867389230183"
"SLC39A12","0.498637290410275"
"C9orf72","0.584811397624672"
"KLF11","4.61844451745821"
"ANKLE1","0.820034949917129"
"PLXNA3","1.02067946824225"
"PELO","0.0416583021714885"
"LACC1","0.566446789162974"
"TEX55","0.0920620984588704"
"RANBP3L","0.719656301914511"
"ATP6V0D2","0.0557492422607231"
"LHX4","1.0138419032161"
"RNU6-646P","2.14203536946946"
"DNAH11","0.307480224662766"
"PROSER3","0.677426672552482"
"ADPRHL1","6.81269462019687"
"SYNRG","15.5316337978271"
"LRRN4","6.75529012308252"
"JPH2","3.16734732707715"
"SH2D1B","0.177703541489406"
"SSTR3","1.63441035093426"
"ADAMTS19","0.225073659076222"
"UMODL1","7.87688727616944"
"ZNF441","13.7046656255993"
"DCAF4L2","0.0622360172946764"
"CRMA","0.312328279781063"
"KRT78","11.8557792134439"
"ZNF41","0.723724994504287"
"ZNF512","1.00240792376997"
"OXER1","0.833052470956909"
"LUZP1","1.76463641279688"
"LINC00052","0.417646139554267"
"CCDC89","0.724725788476733"
"ZNF572","1.59233979746049"
"RMDN2","0.0993024526258285"
"PCDHAC1","2.14086147972146"
"HIPK4","3.07260839874783"
"ITIH5","5.06844571048484"
"CCDC57","0.11385949452966"
"SMC1B","26.9920019175499"
"ASB16","2.32928978413504"
"MAGEE2","1.13988429514057"
"ERVV-1","0.196126973224542"
"GAL3ST3","2.24321059646784"
"FLJ30679","8.19384215091067"
"UTS2R","1.46511872028607"
"USH1G","0.81248449754485"
"SYN1","0.360108732373219"
"SLC23A3","2.0559721445004"
"CNOT6L","0.062308552032453"
"CNOT6LP1","0.901481928062311"
"SNRNP48","0.994344765613299"
"ZNF560","0.335728238238941"
"RTTN","1.63755886970173"
"PLCXD2","2.73632940970995"
"UMODL1-AS1","0.896545868443759"
"RAD9B","1.85970505088064"
"ZNF555","0.451913905668887"
"NYAP1","1.97087540978623"
"MRGPRX3","23.9928559082791"
"ADGRG7","0.0530790338827558"
"CSF3R","1.06735410913013"
"CD300LD-AS1","12.2914395296316"
"TMEM182","1.00598959164778"
"LSM14B","1.57222180098104"
"CASP8","0.130406753462528"
"KIF19","3.18794055451128"
"RIBC1","1.84483962978055"
"OXGR1","0.55827285479051"
"CDC14C","32.3678418912419"
"SULT1C4","6.92339356191416"
"TEAD1","0.492887260461194"
"POU5F2","2.30879799281735"
"RXFP2","0.607916526667552"
"SLC18A2","0.0580946802949864"
"SSMEM1","0.403530511416745"
"MAB21L3","4.19191820727487"
"BASP1-AS1","1.75969330858094"
"SDE2","0.449465990995538"
"SLC35G6","0.781190907171764"
"UROC1","0.398696612406792"
"TNRC6A","0.414082232231857"
"KCNA6","9.32737865838453"
"NFX1","0.992766447553233"
"ARID2","0.988090250242472"
"ERVW-1","0.106389702924783"
"FGF13","0.980130181569031"
"LINC01600","0.587540161990424"
"PNPLA1","0.944139313892158"
"DEPDC4","4.95024879846475"
"WDR64","0.546026587309356"
"AXDND1","18.6892447304584"
"HEATR9","2.3292960681617"
"ARHGAP42","0.151816435184371"
"LINC01101","0.807967896370811"
"CALHM4","1.11085290330492"
"NPHP3","9.41075095919635"
"ATG9B","0.101947845362835"
"CXorf58","0.378351916513507"
"HILPDA-AS1","1.55420390766642"
"CD200R1","1.71757006209095"
"LINC02210","0.506505556991471"
"MRGPRX1","0.193382719375042"
"RLN3","13.25178154484"
"ADAMTS20","0.987202907186886"
"SALL3","0.0763663287310611"
"LCAL1","1.75041853834806"
"SLC17A8","1.45421598616837"
"LINC02873","7.99379829699267"
"CNTNAP5","0.0828150385574701"
"SATB2-AS1","0.161093043638712"
"SLFN13","1.00467569331804"
"C12orf40","0.155958372721729"
"CFAP57","0.789704198652377"
"C5orf64","0.569988556812063"
"ADAMTS15","0.173280960091644"
"LY86-AS1","7.29908759870709"
"EDARADD","0.360736582101476"
"C18orf15","1.13523021295004"
"MUC19","1.05537075214308"
"NDUFV1-DT","1.48205057441409"
"FER1L6-AS1","0.711885056505483"
"C1orf127","0.580884535694104"
"CCDC162P","7.11161463745393"
"LINC02880","0.556401106529139"
"LINC00304","1.8124937157453"
"TERB1","1.66588425937293"
"MYO1H","5.21097606351569"
"ASB14","0.913080509234355"
"RPTN","0.800185390683301"
"FEZ1","0.21657351356821"
"LINC00269","0.588628111432147"
"CCDC150","2.08286541244573"
"STPG4","2.87153237641837"
"FLJ40288","2.34144222415291"
"CES5A","1.13934656584339"
"DCAF8L2","1.01491404762562"
"SLC35G3","0.520171229238234"
"LINC01931","0.0890430301600158"
"KIRREL3-AS3","1.78749759512217"
"TMEM145","1.06476585825551"
"C15orf32","0.765618878671696"
"TSGA10IP","1.72786882985252"
"LINC00477","0.303602781399392"
"CCDC140","0.388348916122099"
"C17orf78","8.42746409095065"
"TEKT5","0.496664018127777"
"KSR2","13.3828582300865"
"PAX1","0.364477283147737"
"LINC00615","1.43593220991074"
"SERPINA9","0.214252336448598"
"PALM2AKAP2","6.48637187632171"
"MRGPRX4","0.285137973227167"
"CPO","0.849276983069637"
"MDS2","1.98326119108509"
"HOXC12","0.928794892891484"
"VNN3P","1.0232573127952"
"COPS9","1.01484668731615"
"FERD3L","1.14149174083694"
"DEFT1P2","1.41583610188261"
"LINC00314","0.0331782872559737"
"DEFB104B","0.223756570060371"
"NLRP14","0.469867484631811"
"DGKB","10.0153140638337"
"NLRP13","0.620947507387308"
"NLRP8","0.224995201305245"
"NLRP9","6.36179033305874"
"TAS1R2","17.4682998443133"
"ZNF341","3.73208062247535"
"JPH1","0.786675709230525"
"NLRP10","0.55091481712364"
"KRT73","0.108141915560785"
"LMX1A","3.2055640753542"
"CCDC125","1.47163590055413"
"GPR101","2.5475451238291"
"VN1R2","0.166539056415432"
"VN1R5","0.503075176464781"
"MT-ND1","1.17161065449685"
"TAAR8","0.302724518314282"
"TAS2R39","1.94225592136136"
"TAS2R38","2.98926745898891"
"TAS2R40","0.167946903815878"
"TAS2R41","2.59174698124677"
"TMEM171","0.146136613197813"
"VN1R6P","1.39556018717455"
"TAS2R50","19.7140350531317"
"DDAH1","1.20325832583258"
"MT-TD","1.04926560587515"
"H1-6","1.81677459301876"
"MT-CO1","1.13450166714767"
"CYGB","2.84563205199497"
"IFNE","0.124353008349545"
"MT-ND6","1.16303704817767"
"FBXL19-AS1","1.46436472236561"
"MT-ATP6","1.14815924572022"
"FAM27E3","1.2018623191983"
"SYCP3","0.701963756631985"
"TMIE","0.0690210888144283"
"MUCL1","1.22417443121676"
"ABCA13","0.445844608387691"
"LINC00189","7.54800908430909"
"ZNF354B","0.0482959645201598"
"LINC01198","2.91081412929871"
"TRIM43CP","0.271859780721062"
"TRIM42","0.475306584117157"
"FSIP1","0.717039754606831"
"FAM98B","0.0287072077189977"
"CABCOCO1","0.113771293986321"
"SLC9B1P1","19.5946909865784"
"WEE2-AS1","1.17157808531016"
"DYNLT5","0.445676549240909"
"XKR6","3.18031456210548"
"TSGA13","0.974988363581187"
"C9orf163","3.11318589632222"
"HDX","1.99581897249659"
"CDYL2","0.847029044530823"
"C18orf54","0.996765416595315"
"SYT14","0.0446710242062673"
"TECTB","0.969741857318464"
"LINC00896","0.210946109545953"
"HUS1B","0.267944373135844"
"NPB","0.472685860172329"
"CCDC34","1.3078134832225"
"KLC4","0.41247020199277"
"TIPRL","0.752668943330115"
"ITGB1P1","0.648051383925727"
"VKORC1L1","0.60785514716622"
"PRF1","0.401663540515582"
"FBXL14","0.716427497741997"
"PPIL6","0.349047486496546"
"SGO1","0.725572846429088"
"CBR4","1.38264881874358"
"ZNF569","0.977352187952344"
"CCSAP","0.443009415204147"
"DUSP18","1.3494135169932"
"ZNF697","0.991652463912728"
"HTRA4","0.645629301641478"
"LINC00525","0.703841721978938"
"FAM218A","2.75913532168925"
"MCRIP2","0.882170306731185"
"KCTD7","0.211383445451887"
"ZNF548","0.774819553005045"
"RNF152","0.291866881977112"
"ADGRG3","0.808570918251079"
"ZNF644","0.349535589567045"
"LRRC43","0.979975009557912"
"AK7","0.131289142998391"
"ZFC3H1","6.38360567907849"
"ICMT-DT","0.328645680928835"
"METTL21A","4.95370853895228"
"OTOGL","0.413787845785232"
"SPATA25","1.12782531392377"
"GLIS3-AS1","3.59159622319073"
"MCM9","0.100128084499347"
"PRR14L","3.71469749585334"
"AJUBA","0.802676040169302"
"KLHL32","0.106713078458276"
"DCBLD1","0.591850442180678"
"SLAMF9","0.178224130113472"
"GK5","2.38530506231113"
"GOLGA4-AS1","0.855801592982349"
"UBE2U","0.686150643163177"
"METTL27","0.477733696097255"
"LINC00638","1.60865816418179"
"ZC3HAV1L","0.360967189024375"
"RASGEF1B","1.58677134887914"
"KCNJ5-AS1","0.68764983755455"
"KIAA1109","20.3242373081"
"STOML3","0.162507484368712"
"FBXL13","1.1313163862036"
"FAM227B","12.1401094948989"
"DTD2","0.373599546707386"
"SOX3","3.23330416434458"
"SPATA32","0.261894909314883"
"C3orf49","2.55097297287815"
"NKX2-3","2.27294185803539"
"TMEM252","0.224809825854546"
"CIP2A","0.790670537592532"
"FAM222A-AS1","1.06631657370932"
"TLE6","7.34030140384922"
"RTP1","0.116830672314543"
"PRR35","7.17708300294967"
"CYP1B1-AS1","0.113376198883428"
"MAGEA2B","29.5909962453529"
"LINC00315","2.10994116097304"
"COL6A5","0.433268450461443"
"PGAM5","0.696228198917712"
"C4orf45","1.01636432498792"
"CCDC149","13.6460620890044"
"BEND2","0.18307834127558"
"C10orf67","4.77899594913239"
"CBY2","2.91052444781934"
"CCDC26","0.761278335191379"
"SPIC","0.0369171243624951"
"IGSF22","0.740575053031735"
"ZBTB3","0.32920180026328"
"DCST1","0.461033615367025"
"CSNK1G2-AS1","3.30126130105946"
"KLHL34","0.0647605903938029"
"ZSCAN10","9.2085196178215"
"SAMD3","1.16640555616537"
"GOT1L1","0.110098149151953"
"LINC02870","0.0497741819826353"
"LINC00504","2.3128821967415"
"ZNF99","0.00933499806841084"
"SIGLECL1","0.962770432942627"
"LDHAL6A","0.498180347755762"
"MRGPRX2","1.03375278832564"
"KLF17","0.312122535837805"
"CCDC105","0.864175842649407"
"C11orf42","7.92317620542852"
"ZNF486","2.51040894410785"
"CFAP47","0.0883314694271595"
"EXD1","0.16742833149763"
"NBPF4","7.40878425970855"
"ZNF663P","3.00109564234376"
"LINC00955","19.1187923517552"
"LINC01517","2.92663998547376"
"LINC00479","1.68200486091399"
"LINC02907","1.34361481834839"
"SHOC1","0.344369379996841"
"SLC22A24","2.17375659029407"
"FMO9P","16.3868956694746"
"C7orf33","1.06007885721673"
"ACER1","3.84890976596453"
"OSTCP1","0.377462407092497"
"LINC00305","0.293917125558463"
"BFSP2-AS1","0.129836343136078"
"MIA2","8.8295447927788"
"GPHB5","0.234316727745333"
"DCD","0.422925079183992"
"ALG14","0.774575355761855"
"TMEM237","0.638443650211478"
"ZNF564","0.81002708681396"
"B3GALT6","0.295935486452956"
"SNX21","0.359568673337637"
"ADAT3","0.827085449150686"
"SPINK6","0.503551480009135"
"C22orf39","0.982369144276327"
"ZNF121","0.569640057539073"
"DTYMK","0.88128424781954"
"ATP6V1C2","0.0465332172903974"
"BRICD5","2.04631693579949"
"MED25","0.993085851170335"
"NT5E","0.120151930787086"
"DMRTC1B","0.305056453514264"
"ARHGEF28","0.493934651202284"
"LLGL2","1.87309700804817"
"RSPO2","0.613583736048786"
"SNRNP35","4.43455655513127"
"GPNMB","0.63384628469712"
"CEP57L1","0.988149798071839"
"BICD1","0.457898002623373"
"ZNF12","0.467396050394215"
"CCDC13","0.235083019960935"
"SLC4A4","4.65922038290025"
"FRMD4A","0.264318457950204"
"ZBTB24","0.452937019992009"
"TMEM239","0.381678972767423"
"MRAP","25.0259098577971"
"TXNDC9","0.756978618073376"
"DCAF8","0.380794310555217"
"SMPDL3B","0.26759549566385"
"ASH1L-AS1","0.374112698752293"
"XG","1.46052926374277"
"KICS2","1.01835831231142"
"SLFNL1","1.43087822286903"
"TLCD5","4.17328229630103"
"DNAJA3","0.852130721581407"
"NOL9","0.985557610678148"
"SBDS","0.824789007463207"
"ENTPD5","0.135556989962412"
"MIR31HG","1.16815803555503"
"SPIN3","0.0903287242943326"
"TMTC4","0.686081358717984"
"TMEM185A","1.04832176988118"
"CARF","2.54103728629464"
"ULK2","0.0642676066481551"
"PARP11","1.99729311678268"
"CCDC60","0.59583266680054"
"HSD17B12","0.114455980568367"
"MSRB3","0.984719105756708"
"ADIG","0.344400900056254"
"CCSER2","10.8368943686022"
"DNAI4","0.214876193883925"
"SUGT1P3","1.85278068517962"
"PPP1R21","0.795694727815725"
"GDAP2","0.82078661923822"
"WFDC8","2.28058057407489"
"ZNF446","3.73057268114751"
"SLC25A27","13.6618339176853"
"TWIST2","0.268759122515869"
"MBLAC1","0.619600802435168"
"ZMYM3","0.566913345715189"
"CD300LB","7.85855885244742"
"C3orf33","0.557199826024074"
"FAM126B","1.0147901058758"
"SLURP2","1.76083194627495"
"SNX32","1.67489681659102"
"TRIM74","2.14785779302434"
"POU2AF2","2.12033402089294"
"C5orf46","0.876260162101096"
"IZUMO1","8.47079794628969"
"SH3YL1","0.264529103526413"
"PTPRO","0.319602876872715"
"CABP4","4.38773568281938"
"GRIK1-AS1","0.924291373096529"
"ZCCHC13","0.988812249982179"
"LINC01869","0.652083191581048"
"LINC02712","2.10201070359508"
"C1QTNF9","0.624701188305237"
"KATNAL2","0.683233132289445"
"SDCCAG8","0.573500753286953"
"PTGR3","0.534729284949366"
"ITGAL","0.693939862761872"
"COCH","4.39401061769818"
"C1orf210","0.332162457860046"
"CERS3","15.774737341348"
"DNAJC5B","1.01407133145304"
"CKAP2","0.437916955592399"
"MORN1","7.7013195352417"
"SSH1","1.48403969892244"
"SART3","1.60093803722816"
"C9orf43","0.556724859479241"
"NOCT","0.632217860474941"
"TRIM4","0.692513803530111"
"FHIP2A","0.348788621205934"
"UHRF1BP1L","0.748952721741221"
"TTBK2","0.498933825572135"
"NPAS4","3.11839688074082"
"SVOPL","0.0319411553189208"
"LHFPL3-AS1","20.8665733295693"
"LIF-AS2","0.730618682804352"
"ITPKB","1.0069047826129"
"EIF4G3","0.989612326043738"
"SUPT6H","0.77566529102035"
"DOCK2","6.06622093372331"
"LRRC18","1.67880557684633"
"SLCO4A1-AS1","0.570067296474405"
"CYTH4","0.215066070526267"
"FARP2","0.337136724940416"
"HELQ","0.504849151974849"
"STAP1","1.13418874561162"
"GIN1","0.735514723056289"
"CDKN2AIPNL","0.165868052572803"
"SIAE","0.154285882874781"
"FCHSD2","1.30089442732069"
"BTG4","0.0760438074819574"
"PPP2R5C","0.69520376439788"
"CALHM1","1.2216599817421"
"NT5C1B","0.0303521440337291"
"CNTNAP4","2.11428551412018"
"PDE1C","21.8958695900904"
"LINC00656","0.429483797835352"
"PADI2","3.09721361132269"
"CST9","0.0809249456709229"
"AZIN2","0.0878645159892225"
"UEVLD","1.45765943578404"
"LYG2","3.84776378533291"
"DYNLT2","2.15115337574949"
"TK1","0.826068581810419"
"RCC1L","0.0721132806267956"
"CTNNB1","0.752595708428731"
"OSGIN2","0.687684559143995"
"TAF5L","0.56893528849219"
"GGNBP2","0.18488466053759"
"ATF3","4.89101859201701"
"FBXO7","0.83719452927085"
"NLGN2","0.985304229655053"
"DMWD","1.28715590599785"
"SMIM11","0.671803491247869"
"KIAA1217","0.0977787405642299"
"KIAA0513","2.08984810275057"
"BEST1","8.28459174979129"
"SLC35F6","1.23721333548435"
"JPX","1.02175916297948"
"MIER3","0.984921277552857"
"LINS1","0.521417384760368"
"DNAJB9","0.996085968407171"
"KRBOX4","0.610779437805441"
"METTL26","0.985052146565619"
"ZNF808","0.790905893043844"
"HEATR3","0.687061994609164"
"CARD8","1.3983389660269"
"ARMC10","0.780886854051039"
"TMEM37","2.62910059877456"
"GFOD1","0.791918846302705"
"CEP70","7.4089732720539"
"SERPINC1","2.55003763938983"
"THADA","0.110396951656198"
"RGS7","0.11622694233011"
"TSC22D4","0.678242952831791"
"OSCAR","0.937296167498513"
"PIK3AP1","0.847961274821567"
"CEP89","1.38857879340426"
"RNA5SP530","0.74261651506882"
"ZNF778-DT","0.654963308390269"
"CNNM2","0.504776484255875"
"OLFM3","0.075277581854333"
"C2","0.257208312288044"
"DPYD","0.289459322336035"
"RHOF","1.01078364399336"
"GPRIN2","0.0761111461155567"
"SLC25A48","1.25814266487214"
"APOBEC4","2.00081693784465"
"CFAP97","0.226509086809008"
"YIF1B","1.00775004102877"
"SETD6","0.36015932688865"
"DCAF5","2.25476484805993"
"GPR62","1.78361657040761"
"DYNLRB1","0.91433413597951"
"APBB1IP","0.770613867366847"
"SUV39H2","0.504779758588992"
"ETV4","0.99858803358463"
"PSMD10","0.925166975556876"
"MYO18B","2.20016238923995"
"RHOBTB2","0.767152652413603"
"TTC30B","0.226386130014124"
"LENG9","0.60409971020128"
"PCAT4","0.271051740266443"
"SLC1A6","1.00133406041249"
"ARHGAP27","0.335856005359332"
"SYMPK","0.34046018051981"
"MBTPS2","0.318656624916866"
"CEP120","1.21447442913757"
"LIPT2-AS1","0.696715900845018"
"RUBCN","0.455896424889854"
"PTBP2","1.01314608182634"
"SERPINB8","0.771139570039127"
"MBLAC2","0.589156894910586"
"DGKE","0.547705906362706"
"ZNF57","0.985572863073484"
"EPHA7","0.0443314962237191"
"ATM","1.00201610519221"
"TET3","2.10029925540298"
"RNF32","0.383744439565475"
"RGS11","0.0796243649758816"
"OSBPL1A","0.2380605811461"
"DUOXA1","4.86168629618606"
"RPRML","1.5390345892627"
"SEPTIN4","2.50941150597032"
"ZNF594-DT","0.171604454885583"
"METTL8","0.758298081991487"
